sa1_main16,bp_Easy,bp_NA,bp_Medium,bp_Hard,n,cf_Hard,cf_Medium,cf_Easy,cf_NA,rg_Easy,rg_Hard,rg_Medium,rg_NA
30203104005,0,1,1,0,2,1,0,1,0,2,0,0,0
30203104006,1,4,0,0,5,0,1,0,4,1,0,0,4
30203104007,2,0,0,0,2,0,0,2,0,1,0,1,0
30203104008,0,1,2,0,3,1,1,0,1,2,0,0,1
30203104009,0,2,2,0,4,0,0,4,0,4,0,0,0
30203104010,4,0,0,0,4,0,4,0,0,0,2,2,0
30203104011,11,2,0,0,13,0,7,6,0,11,2,0,0
30203104012,2,0,0,0,2,1,1,0,0,1,0,1,0
30203104014,0,7,5,6,18,0,0,15,3,15,0,0,3
30203104015,1,0,0,0,1,1,0,0,0,1,0,0,0
30203104017,4,1,1,1,7,4,1,2,0,5,2,0,0
30203104018,3,1,0,0,4,2,1,0,1,0,3,0,1
30203104019,1,0,1,0,2,0,1,1,0,1,0,1,0
30203104020,0,1,2,0,3,2,0,1,0,1,0,2,0
30203104022,4,6,0,0,10,0,2,5,3,3,0,4,3
30203104023,0,5,4,0,9,0,4,2,3,6,0,0,3
30204104101,5,0,0,0,5,0,5,0,0,0,0,5,0
30204104102,0,0,1,0,1,1,0,0,0,1,0,0,0
30204104103,0,0,3,0,3,0,0,3,0,3,0,0,0
30204104104,1,0,1,0,2,0,0,2,0,1,0,1,0
30204104105,0,1,0,0,1,0,0,1,0,1,0,0,0
30204104107,0,0,2,0,2,0,2,0,0,0,0,2,0
30204104108,0,1,0,0,1,0,0,1,0,1,0,0,0
30204104109,2,1,0,0,3,1,0,2,0,2,1,0,0
30204104110,0,4,0,0,4,0,0,4,0,4,0,0,0
30204104111,0,9,0,0,9,0,0,9,0,9,0,0,0
30204104112,2,1,0,0,3,0,1,2,0,3,0,0,0
30204104118,0,3,0,0,3,0,0,3,0,3,0,0,0
30204104119,0,2,0,0,2,0,0,2,0,2,0,0,0
30204104121,3,3,0,0,6,0,0,3,3,0,0,3,3
30204104123,0,3,2,0,5,0,0,5,0,5,0,0,0
30204104124,0,0,3,0,3,0,0,3,0,2,0,1,0
30204104125,0,5,3,0,8,0,0,8,0,8,0,0,0
30204104127,1,1,0,0,2,0,1,0,1,1,0,0,1
30204104129,0,2,0,0,2,0,0,0,2,0,0,0,2
30204104130,6,0,0,0,6,0,6,0,0,0,2,4,0
30204104131,0,0,4,0,4,4,0,0,0,4,0,0,0
30204104132,3,1,0,0,4,0,3,1,0,4,0,0,0
30204104134,0,3,2,1,6,3,0,3,0,3,0,3,0
30204104136,0,1,1,0,2,1,0,1,0,1,1,0,0
30204104137,0,5,0,0,5,0,0,5,0,5,0,0,0
30204104138,3,3,0,0,6,1,0,3,2,3,0,1,2
30204104139,0,3,0,0,3,0,0,3,0,3,0,0,0
30204104140,0,3,0,0,3,0,0,0,3,0,0,0,3
30204104142,0,1,0,0,1,0,0,0,1,0,0,0,1
30204104202,0,1,0,0,1,0,0,1,0,1,0,0,0
30204104204,0,2,0,0,2,0,0,2,0,2,0,0,0
30204104205,0,4,0,0,4,0,0,2,2,2,0,0,2
30204104206,3,0,0,0,3,0,3,0,0,2,1,0,0
30204104207,2,0,0,0,2,0,0,2,0,2,0,0,0
30204104208,1,2,0,0,3,0,0,3,0,3,0,0,0
30204104209,3,0,0,0,3,1,0,2,0,3,0,0,0
30204104211,1,0,0,0,1,0,0,1,0,1,0,0,0
30204104212,3,0,1,0,4,0,3,1,0,4,0,0,0
30204104213,2,2,0,0,4,0,0,2,2,2,0,0,2
30204104214,2,0,0,0,2,0,1,1,0,2,0,0,0
30204104215,3,0,0,0,3,0,1,2,0,3,0,0,0
30204104217,1,1,1,0,3,0,0,3,0,3,0,0,0
30204104218,1,1,0,1,3,2,0,1,0,1,0,2,0
30204104219,1,2,0,0,3,0,0,3,0,2,1,0,0
30204104220,3,0,0,0,3,0,2,1,0,3,0,0,0
30204104221,1,0,0,1,2,1,1,0,0,1,0,1,0
30204104222,2,1,0,0,3,1,0,2,0,2,0,1,0
30204104225,0,1,1,0,2,0,1,1,0,1,0,1,0
30204104226,0,4,0,0,4,0,0,2,2,2,0,0,2
30204104229,3,0,0,0,3,0,0,3,0,3,0,0,0
30204104301,0,1,0,0,1,0,0,1,0,1,0,0,0
30204104302,6,1,3,0,10,0,3,7,0,10,0,0,0
30204104303,0,3,0,0,3,0,0,0,3,0,0,0,3
30204104305,0,3,0,0,3,0,0,0,3,0,0,0,3
30204104306,4,2,0,0,6,1,0,3,2,3,0,1,2
30204104307,1,0,0,0,1,0,0,1,0,1,0,0,0
30204104308,0,1,1,0,2,0,1,0,1,1,0,0,1
30204104309,1,1,0,2,4,1,2,1,0,3,1,0,0
30204104310,0,1,0,0,1,0,0,0,1,0,0,0,1
30204104401,1,2,0,0,3,0,0,2,1,2,0,0,1
30204104402,8,0,0,0,8,0,0,8,0,8,0,0,0
30204104403,0,0,4,0,4,4,0,0,0,0,0,4,0
30204104404,8,3,4,3,18,2,5,9,2,12,0,4,2
30204104406,5,0,0,0,5,0,0,5,0,0,0,5,0
30204104407,0,3,0,0,3,0,0,0,3,0,0,0,3
30204104408,0,5,0,0,5,0,0,0,5,0,0,0,5
30204104410,0,2,0,0,2,0,0,0,2,0,0,0,2
30204104411,0,1,0,0,1,0,0,0,1,0,0,0,1
30204104413,2,0,0,0,2,0,0,2,0,2,0,0,0
30204104414,2,0,0,0,2,0,2,0,0,2,0,0,0
30204104416,0,0,0,2,2,0,0,2,0,0,0,2,0
30204104417,2,1,1,0,4,1,2,0,1,2,0,1,1
30204104501,3,0,0,0,3,0,3,0,0,3,0,0,0
30204104504,0,1,0,0,1,0,0,0,1,0,0,0,1
30204104508,1,0,2,0,3,2,0,1,0,3,0,0,0
30204104509,0,0,1,0,1,0,0,1,0,1,0,0,0
30204104510,0,6,0,0,6,0,0,5,1,5,0,0,1
30204104515,0,1,0,0,1,0,0,0,1,0,0,0,1
30204104516,0,3,0,0,3,0,0,0,3,0,0,0,3
30204104517,4,4,0,0,8,0,0,4,4,4,0,0,4
30204104520,4,0,0,0,4,0,0,4,0,4,0,0,0
30204104523,0,4,0,0,4,0,0,0,4,0,0,0,4
30204104524,3,2,0,0,5,0,3,0,2,3,0,0,2
30204104526,0,1,0,0,1,0,0,0,1,0,0,0,1
30204104529,1,0,0,0,1,0,1,0,0,0,0,1,0
30204104531,0,1,0,0,1,0,0,0,1,0,0,0,1
30204104532,1,0,0,0,1,0,0,1,0,1,0,0,0
30204104533,0,1,0,0,1,0,0,0,1,0,0,0,1
30204104534,1,0,0,0,1,0,1,0,0,1,0,0,0
30204104535,2,1,0,0,3,0,0,2,1,2,0,0,1
30204104536,0,1,0,0,1,0,0,0,1,0,0,0,1
30204104537,0,2,0,0,2,0,0,2,0,2,0,0,0
30204104538,0,2,0,0,2,0,0,0,2,0,0,0,2
30204104539,1,0,0,0,1,0,0,1,0,1,0,0,0
30204104540,1,0,0,0,1,0,0,1,0,1,0,0,0
30204104601,0,4,2,0,6,0,0,6,0,4,0,2,0
30204104602,0,2,0,1,3,0,0,3,0,3,0,0,0
30204104603,0,5,0,0,5,0,0,3,2,3,0,0,2
30204104604,0,0,1,0,1,1,0,0,0,0,0,1,0
30204104605,1,1,0,0,2,0,1,1,0,2,0,0,0
30204104606,3,1,1,0,5,2,0,3,0,5,0,0,0
30204104607,2,2,2,0,6,1,2,3,0,3,2,1,0
30204104608,1,0,0,0,1,0,0,1,0,1,0,0,0
30204104609,2,0,1,0,3,0,3,0,0,1,0,2,0
30204104610,1,1,1,0,3,0,1,2,0,2,0,1,0
30204104611,1,6,6,0,13,1,0,12,0,7,0,6,0
30204104612,0,5,0,0,5,0,0,0,5,0,0,0,5
30204104613,1,1,0,0,2,1,0,1,0,2,0,0,0
30204104614,2,1,1,0,4,1,2,1,0,3,0,1,0
30204104615,1,0,1,0,2,0,1,1,0,1,0,1,0
30204104616,5,3,7,0,15,10,0,2,3,2,10,0,3
30204104618,9,0,0,0,9,0,3,6,0,3,6,0,0
30204104620,0,0,1,0,1,1,0,0,0,0,0,1,0
30204104621,0,4,0,0,4,0,0,0,4,0,0,0,4
30204104622,0,3,0,0,3,0,0,3,0,3,0,0,0
30301104701,0,0,7,0,7,0,7,0,0,7,0,0,0
30301104702,0,0,2,0,2,0,0,2,0,1,1,0,0
30301104703,0,0,1,0,1,0,0,1,0,0,0,1,0
30301104704,0,0,1,0,1,0,0,1,0,1,0,0,0
30301104705,3,1,0,0,4,0,0,4,0,4,0,0,0
30301104707,0,0,6,0,6,6,0,0,0,0,6,0,0
30301104710,0,0,6,0,6,3,3,0,0,0,6,0,0
30301104711,0,0,4,0,4,4,0,0,0,4,0,0,0
30301104712,3,0,4,0,7,0,3,4,0,4,0,3,0
30301104713,0,0,9,0,9,0,9,0,0,0,9,0,0
30301104714,0,0,2,0,2,2,0,0,0,0,2,0,0
30301104715,2,0,6,0,8,5,3,0,0,3,0,5,0
30301104718,0,0,5,0,5,0,0,5,0,5,0,0,0
30301104719,0,3,0,2,5,2,0,0,3,2,0,0,3
30301104720,0,0,2,0,2,2,0,0,0,2,0,0,0
30301104721,3,1,0,0,4,0,0,3,1,3,0,0,1
30301104722,2,2,0,0,4,0,0,2,2,2,0,0,2
30301104723,0,0,2,0,2,0,2,0,0,0,0,2,0
30301104724,1,3,1,1,6,1,1,4,0,4,2,0,0
30301104725,0,2,0,0,2,0,0,2,0,2,0,0,0
30301104801,4,2,0,0,6,0,0,4,2,0,0,4,2
30301104802,0,1,1,0,2,0,0,1,1,0,0,1,1
30301104803,5,0,0,0,5,0,1,4,0,5,0,0,0
30301104804,3,0,0,0,3,1,0,2,0,3,0,0,0
30301104805,1,0,0,1,2,0,1,1,0,2,0,0,0
30301104806,4,4,3,0,11,0,0,7,4,5,0,2,4
30301104807,0,0,3,0,3,0,0,3,0,3,0,0,0
30301104808,1,0,0,0,1,0,1,0,0,0,0,1,0
30301104809,3,0,0,0,3,0,0,3,0,2,0,1,0
30301104810,2,1,0,0,3,1,0,2,0,3,0,0,0
30301104811,0,2,0,3,5,3,0,2,0,5,0,0,0
30301104812,4,4,0,0,8,0,1,3,4,3,1,0,4
30301104813,5,4,0,0,9,0,0,5,4,5,0,0,4
30301104814,0,0,2,3,5,3,0,2,0,2,0,3,0
30301104903,4,0,2,0,6,0,0,6,0,2,4,0,0
30301104904,0,3,0,0,3,0,0,3,0,3,0,0,0
30301104905,0,2,0,0,2,0,0,0,2,0,0,0,2
30301104907,2,0,0,0,2,2,0,0,0,0,0,2,0
30301104910,0,0,3,3,6,3,3,0,0,3,3,0,0
30301104911,3,0,0,0,3,3,0,0,0,3,0,0,0
30301104912,3,4,5,0,12,2,6,0,4,5,3,0,4
30301104913,2,0,0,0,2,0,2,0,0,0,0,2,0
30301104914,0,4,2,0,6,0,0,6,0,4,0,2,0
30301104915,0,0,3,0,3,0,0,3,0,0,3,0,0
30301104916,3,0,0,0,3,0,0,3,0,3,0,0,0
30301104917,4,0,1,0,5,1,0,4,0,3,1,1,0
30301104918,0,0,13,0,13,4,9,0,0,13,0,0,0
30301104919,0,0,4,0,4,0,0,4,0,0,0,4,0
30301104920,0,2,0,0,2,0,0,2,0,2,0,0,0
30301104922,0,0,8,0,8,0,6,2,0,6,0,2,0
30301104923,6,0,0,0,6,0,0,6,0,0,0,6,0
30301104924,3,0,3,0,6,0,3,3,0,6,0,0,0
30301105001,4,0,1,0,5,1,1,3,0,1,3,1,0
30301105002,0,1,6,0,7,4,2,1,0,3,4,0,0
30301105003,1,2,0,0,3,1,0,2,0,3,0,0,0
30301105004,1,1,0,0,2,0,0,2,0,2,0,0,0
30301105005,0,1,2,0,3,2,0,1,0,1,0,2,0
30301105006,0,0,2,2,4,4,0,0,0,0,4,0,0
30301105007,0,3,0,0,3,0,0,3,0,3,0,0,0
30301105008,4,2,2,0,8,0,2,6,0,4,4,0,0
30301105009,2,1,0,0,3,0,0,3,0,1,2,0,0
30301105011,4,0,2,0,6,3,3,0,0,2,4,0,0
30301105012,1,2,0,1,4,0,0,4,0,2,2,0,0
30301105013,0,3,0,0,3,0,0,3,0,3,0,0,0
30301105014,3,6,0,0,9,0,3,6,0,6,0,3,0
30301105015,3,0,0,0,3,0,3,0,0,3,0,0,0
30301105102,4,7,0,0,11,0,4,7,0,11,0,0,0
30301105103,1,6,0,0,7,1,0,6,0,6,1,0,0
30301105104,3,3,3,0,9,0,3,6,0,9,0,0,0
30301105105,3,5,0,0,8,3,0,5,0,8,0,0,0
30301105106,3,8,0,0,11,0,0,4,7,4,0,0,7
30301105107,2,0,0,0,2,0,1,1,0,0,0,2,0
30301105108,0,2,0,0,2,0,0,0,2,0,0,0,2
30301105111,0,2,0,0,2,0,0,2,0,2,0,0,0
30301105112,4,0,0,0,4,0,0,4,0,0,4,0,0
30301105117,2,0,0,0,2,0,2,0,0,2,0,0,0
30301105118,2,8,0,0,10,0,1,1,8,2,0,0,8
30301105119,3,3,0,0,6,3,0,0,3,0,0,3,3
30301105120,0,3,0,0,3,0,0,0,3,0,0,0,3
30301105121,3,0,0,0,3,0,0,3,0,0,3,0,0
30301105122,2,0,0,0,2,0,0,2,0,0,0,2,0
30301105123,2,0,0,0,2,0,2,0,0,0,0,2,0
30301105126,5,1,1,0,7,0,2,5,0,7,0,0,0
30301105127,0,3,0,0,3,0,0,0,3,0,0,0,3
30301105128,5,5,0,3,13,8,0,0,5,5,3,0,5
30301105129,4,0,0,0,4,0,4,0,0,0,4,0,0
30301105130,2,0,0,0,2,0,2,0,0,2,0,0,0
30301105131,0,0,10,0,10,0,10,0,0,6,0,4,0
30301105133,7,3,0,0,10,0,6,4,0,10,0,0,0
30301105135,8,0,0,0,8,4,0,0,4,4,0,0,4
30301105137,0,3,0,0,3,0,0,0,3,0,0,0,3
30301105140,1,0,1,0,2,1,0,1,0,0,2,0,0
30301105141,2,0,0,0,2,0,0,2,0,2,0,0,0
30301105142,0,3,0,0,3,0,0,0,3,0,0,0,3
30301105143,0,0,4,0,4,0,4,0,0,4,0,0,0
30302105201,0,5,0,0,5,0,0,5,0,5,0,0,0
30302105202,5,2,0,0,7,0,0,7,0,2,0,5,0
30302105203,5,0,0,0,5,0,0,5,0,5,0,0,0
30302105204,0,0,5,0,5,0,0,5,0,0,0,5,0
30302105205,12,2,0,0,14,2,10,2,0,12,2,0,0
30302105206,6,0,0,2,8,2,2,4,0,2,4,2,0
30302105208,0,0,5,0,5,0,0,5,0,5,0,0,0
30302105209,6,0,0,0,6,0,0,6,0,0,6,0,0
30302105210,4,4,0,0,8,4,0,4,0,4,0,4,0
30302105211,9,0,5,0,14,0,5,9,0,8,1,5,0
30302105212,0,2,3,0,5,0,3,0,2,0,3,0,2
30302105213,0,0,6,0,6,0,2,4,0,4,0,2,0
30302105214,6,0,0,0,6,0,2,4,0,0,4,2,0
30302105215,0,2,0,0,2,0,0,2,0,2,0,0,0
30302105216,2,0,2,0,4,0,2,2,0,2,0,2,0
30302105217,2,0,0,0,2,0,0,2,0,0,2,0,0
30302105218,2,0,0,0,2,0,2,0,0,0,2,0,0
30302105219,13,0,0,0,13,0,9,4,0,13,0,0,0
30302105221,7,0,0,0,7,0,7,0,0,7,0,0,0
30302105223,4,0,0,1,5,1,0,4,0,2,3,0,0
30302105224,0,4,0,0,4,0,0,4,0,4,0,0,0
30302105225,1,0,0,2,3,0,2,1,0,1,2,0,0
30302105227,4,0,0,0,4,0,0,4,0,4,0,0,0
30302105301,0,0,2,0,2,2,0,0,0,0,2,0,0
30302105302,2,0,0,0,2,2,0,0,0,0,2,0,0
30302105303,2,1,0,0,3,0,2,1,0,2,1,0,0
30302105306,0,3,0,0,3,0,0,3,0,3,0,0,0
30302105307,0,10,0,0,10,0,0,7,3,7,0,0,3
30302105308,0,3,0,0,3,0,0,3,0,3,0,0,0
30302105309,2,0,0,0,2,0,2,0,0,2,0,0,0
30302105310,2,0,2,0,4,0,2,2,0,4,0,0,0
30302105312,2,4,0,0,6,0,0,2,4,2,0,0,4
30302105313,0,1,1,0,2,0,0,2,0,2,0,0,0
30302105314,1,0,0,0,1,0,1,0,0,1,0,0,0
30302105315,3,10,0,0,13,0,3,10,0,10,0,3,0
30302105318,2,0,0,0,2,0,0,2,0,0,0,2,0
30302105319,2,0,2,0,4,0,4,0,0,2,2,0,0
30302105321,2,2,2,3,9,0,5,4,0,2,5,2,0
30302105322,2,0,2,0,4,0,2,2,0,4,0,0,0
30302105324,1,0,0,0,1,0,0,1,0,1,0,0,0
30302105326,0,6,0,0,6,0,0,3,3,3,0,0,3
30302105327,0,5,3,0,8,3,0,5,0,5,0,3,0
30302105329,0,2,0,0,2,0,0,2,0,2,0,0,0
30302105330,2,0,4,0,6,2,4,0,0,4,2,0,0
30302105331,2,8,0,0,10,0,0,6,4,4,0,2,4
30302105332,3,0,3,0,6,0,6,0,0,3,3,0,0
30302105333,0,4,4,0,8,4,0,4,0,8,0,0,0
30302105334,0,0,8,0,8,4,0,4,0,0,8,0,0
30302105336,2,4,0,0,6,0,2,4,0,4,2,0,0
30302105337,11,4,2,0,17,0,0,17,0,6,0,11,0
30302105339,0,16,0,2,18,0,0,12,6,10,0,2,6
30302105401,13,0,0,0,13,4,0,9,0,9,2,2,0
30302105402,3,0,0,0,3,0,0,3,0,3,0,0,0
30302105403,0,2,4,0,6,0,4,2,0,2,0,4,0
30302105404,6,0,5,0,11,0,4,7,0,11,0,0,0
30302105405,6,0,0,0,6,1,0,5,0,6,0,0,0
30302105406,9,0,4,0,13,0,9,4,0,13,0,0,0
30302105407,14,0,5,0,19,0,10,9,0,4,5,10,0
30302105408,0,46,6,0,52,3,0,12,37,12,3,0,37
30302105409,0,0,3,0,3,0,0,3,0,3,0,0,0
30302105410,3,0,0,0,3,0,3,0,0,3,0,0,0
30302105501,4,2,0,0,6,4,0,2,0,6,0,0,0
30302105502,0,0,0,2,2,2,0,0,0,0,2,0,0
30302105503,2,2,0,0,4,0,0,4,0,2,2,0,0
30302105505,0,6,0,0,6,0,0,6,0,6,0,0,0
30302105506,0,6,2,0,8,2,0,6,0,8,0,0,0
30302105507,4,0,0,2,6,2,4,0,0,4,2,0,0
30302105508,0,5,0,0,5,0,0,5,0,5,0,0,0
30302105509,0,0,2,0,2,0,2,0,0,0,2,0,0
30302105510,0,0,3,0,3,0,0,3,0,0,0,3,0
30302105511,2,4,0,0,6,0,2,4,0,4,2,0,0
30302105512,4,0,0,0,4,0,4,0,0,2,2,0,0
30302105513,2,0,0,0,2,2,0,0,0,0,0,2,0
30302105514,0,4,0,0,4,0,0,4,0,4,0,0,0
30302105516,8,0,0,0,8,0,0,8,0,8,0,0,0
30302105517,17,4,2,0,23,2,0,19,2,19,0,2,2
30302105518,0,4,0,0,4,0,0,4,0,4,0,0,0
30302105519,2,2,0,0,4,2,0,2,0,2,0,2,0
30302105520,2,14,0,0,16,0,0,4,12,4,0,0,12
30302105521,8,6,0,0,14,0,4,10,0,14,0,0,0
30302105522,7,2,0,0,9,0,0,9,0,9,0,0,0
30302105601,5,0,2,0,7,2,0,5,0,5,0,2,0
30302105602,0,4,0,0,4,0,0,4,0,4,0,0,0
30302105603,0,0,4,0,4,4,0,0,0,0,4,0,0
30302105604,0,13,6,0,19,6,0,13,0,19,0,0,0
30302105605,0,0,6,0,6,2,4,0,0,0,2,4,0
30302105607,2,0,0,2,4,2,0,2,0,0,2,2,0
30302105608,4,2,2,0,8,0,4,2,2,2,2,2,2
30302105609,0,0,9,0,9,5,0,4,0,0,5,4,0
30302105610,0,10,0,0,10,0,0,0,10,0,0,0,10
30302105612,0,3,3,0,6,0,0,6,0,6,0,0,0
30302105614,8,4,0,0,12,0,4,8,0,8,0,4,0
30302105616,0,0,4,0,4,4,0,0,0,4,0,0,0
30302105617,1,0,1,0,2,0,1,1,0,1,1,0,0
30302105618,4,2,0,0,6,2,2,0,2,0,4,0,2
30302105619,2,2,0,0,4,0,0,4,0,4,0,0,0
30302105620,3,0,0,0,3,0,3,0,0,3,0,0,0
30302105621,0,2,0,3,5,0,3,2,0,5,0,0,0
30302105701,1,14,0,0,15,1,0,0,14,1,0,0,14
30302105702,0,2,0,0,2,0,0,0,2,0,0,0,2
30302105704,5,0,0,0,5,0,5,0,0,5,0,0,0
30302105705,0,10,0,0,10,0,0,5,5,5,0,0,5
30302105706,0,0,4,0,4,0,4,0,0,4,0,0,0
30302105707,2,7,0,0,9,0,0,2,7,2,0,0,7
30302105708,0,13,0,0,13,0,0,1,12,1,0,0,12
30302105709,5,0,0,0,5,0,5,0,0,5,0,0,0
30302105710,0,2,0,0,2,0,0,0,2,0,0,0,2
30302105713,4,2,0,0,6,0,2,4,0,6,0,0,0
30302105714,1,4,0,0,5,0,1,2,2,2,0,1,2
30302105716,2,4,0,0,6,0,0,6,0,4,0,2,0
30302105801,15,2,0,0,17,0,9,6,2,15,0,0,2
30302105802,10,0,0,0,10,0,10,0,0,10,0,0,0
30302105803,8,40,3,0,51,0,11,0,40,3,0,8,40
30302105804,0,54,0,0,54,0,0,0,54,0,0,0,54
30302105805,3,3,0,0,6,0,3,0,3,0,0,3,3
30302105807,3,0,3,0,6,3,3,0,0,6,0,0,0
30302105808,0,0,11,0,11,0,7,4,0,11,0,0,0
30302105809,0,13,0,0,13,0,0,0,13,0,0,0,13
30302105810,0,10,0,0,10,0,0,0,10,0,0,0,10
30302105812,2,3,0,0,5,0,2,0,3,2,0,0,3
30302105814,1,7,0,0,8,0,1,3,4,4,0,0,4
30302105816,14,0,0,0,14,7,0,7,0,7,0,7,0
30302105901,3,2,0,0,5,3,0,2,0,4,1,0,0
30302105902,5,0,5,0,10,5,3,2,0,3,0,7,0
30302105903,0,0,3,0,3,0,0,3,0,3,0,0,0
30302105904,3,0,0,0,3,0,3,0,0,3,0,0,0
30302105905,0,3,0,0,3,0,0,3,0,3,0,0,0
30302105906,3,0,0,0,3,0,3,0,0,0,0,3,0
30302105908,6,0,0,0,6,0,3,3,0,3,0,3,0
30302105909,3,0,0,0,3,0,0,3,0,0,3,0,0
30302105910,7,1,0,0,8,0,7,0,1,4,3,0,1
30302105911,0,3,1,0,4,0,0,4,0,3,0,1,0
30302105912,6,0,0,0,6,0,0,6,0,0,0,6,0
30302105913,1,3,0,0,4,0,1,0,3,1,0,0,3
30302105914,4,4,0,0,8,0,1,5,2,6,0,0,2
30302105916,0,0,3,0,3,3,0,0,0,0,3,0,0
30302105917,1,1,0,0,2,0,0,2,0,2,0,0,0
30302105918,2,4,0,0,6,0,0,6,0,6,0,0,0
30302105919,2,0,0,0,2,0,0,2,0,0,2,0,0
30302105920,3,0,0,0,3,0,0,3,0,1,0,2,0
30302105921,3,1,0,0,4,1,2,1,0,3,0,1,0
30302105923,3,0,0,0,3,0,2,1,0,2,1,0,0
30302105925,6,0,0,0,6,6,0,0,0,0,0,6,0
30302105926,0,3,0,0,3,0,0,3,0,3,0,0,0
30302105927,6,3,0,0,9,0,6,3,0,9,0,0,0
30302105929,3,0,1,0,4,0,2,2,0,1,1,2,0
30302105930,2,0,2,0,4,0,2,2,0,1,1,2,0
30302105931,6,3,0,3,12,3,0,9,0,9,0,3,0
30303106002,0,1,1,0,2,0,0,2,0,1,0,1,0
30303106003,0,0,2,0,2,0,0,2,0,2,0,0,0
30303106004,0,0,1,0,1,0,0,1,0,0,0,1,0
30303106008,1,2,0,0,3,0,1,2,0,3,0,0,0
30303106013,0,0,0,1,1,0,0,1,0,1,0,0,0
30303106016,4,0,0,0,4,0,0,4,0,4,0,0,0
30303106017,4,0,0,0,4,0,0,4,0,4,0,0,0
30303106020,1,0,0,0,1,0,0,1,0,1,0,0,0
30303106021,7,0,0,0,7,2,0,5,0,7,0,0,0
30303106022,5,0,0,0,5,0,5,0,0,5,0,0,0
30303106023,2,0,0,0,2,0,0,2,0,2,0,0,0
30303106025,5,0,0,0,5,0,0,5,0,0,0,5,0
30303106027,0,2,0,0,2,2,0,0,0,2,0,0,0
30303106028,1,0,0,0,1,0,0,1,0,1,0,0,0
30303106029,0,1,0,0,1,0,0,0,1,0,0,0,1
30303106030,0,0,1,0,1,0,1,0,0,0,1,0,0
30303106031,0,1,2,0,3,0,0,2,1,0,0,2,1
30303106032,0,1,3,0,4,0,0,3,1,0,3,0,1
30303106033,1,0,0,0,1,0,0,1,0,1,0,0,0
30303106035,0,1,0,0,1,0,0,1,0,1,0,0,0
30303106038,0,2,0,0,2,0,1,0,1,0,1,0,1
30303106039,4,0,0,0,4,4,0,0,0,4,0,0,0
30303106040,1,0,0,0,1,0,0,1,0,1,0,0,0
30303106042,1,0,0,0,1,0,1,0,0,0,1,0,0
30303106043,0,2,1,0,3,1,0,1,1,1,0,1,1
30303106045,1,3,0,0,4,0,1,0,3,1,0,0,3
30303106101,2,0,9,0,11,2,0,9,0,11,0,0,0
30303106102,0,5,2,0,7,0,0,4,3,4,0,0,3
30303106103,0,4,0,0,4,0,0,0,4,0,0,0,4
30303106104,1,11,1,0,13,0,0,13,0,11,1,1,0
30303106105,9,2,0,0,11,0,9,0,2,8,1,0,2
30303106106,2,0,0,0,2,2,0,0,0,1,1,0,0
30303106107,0,2,0,0,2,0,0,0,2,0,0,0,2
30303106109,1,0,1,0,2,1,0,1,0,0,1,1,0
30303106110,4,0,0,0,4,3,0,1,0,3,0,1,0
30303106111,0,1,0,0,1,0,0,1,0,1,0,0,0
30303106112,0,1,2,0,3,0,1,2,0,2,1,0,0
30303106113,1,1,0,0,2,0,0,2,0,2,0,0,0
30303106201,1,0,0,0,1,0,1,0,0,1,0,0,0
30303106202,0,1,0,0,1,0,0,0,1,0,0,0,1
30303106204,5,0,0,0,5,0,0,5,0,1,4,0,0
30303106205,2,0,2,0,4,0,2,2,0,0,4,0,0
30303106206,2,0,2,0,4,2,2,0,0,4,0,0,0
30303106207,4,0,4,2,10,6,0,4,0,2,4,4,0
30303106209,1,0,1,0,2,0,0,2,0,1,0,1,0
30303106210,3,0,2,0,5,0,5,0,0,5,0,0,0
30303106211,3,0,0,0,3,0,0,3,0,0,0,3,0
30303106212,0,2,0,0,2,0,0,0,2,0,0,0,2
30303106213,0,4,0,0,4,0,0,0,4,0,0,0,4
30303106214,0,0,1,0,1,0,0,1,0,0,1,0,0
30303106215,1,0,1,0,2,0,0,2,0,2,0,0,0
30303106216,2,1,0,0,3,0,2,1,0,1,2,0,0
30303106217,1,0,2,0,3,0,0,3,0,0,1,2,0
30303106218,0,0,1,0,1,0,0,1,0,1,0,0,0
30303106219,0,0,3,0,3,0,3,0,0,3,0,0,0
30303106220,3,0,1,0,4,0,4,0,0,4,0,0,0
30303106221,7,1,0,0,8,0,0,7,1,3,4,0,1
30303106222,0,0,2,0,2,0,0,2,0,0,2,0,0
30303106301,0,0,4,0,4,4,0,0,0,0,0,4,0
30303106302,2,4,4,0,10,4,2,0,4,0,4,2,4
30303106303,2,0,0,0,2,0,0,2,0,2,0,0,0
30303106305,12,2,3,0,17,3,5,4,5,7,0,5,5
30303106306,2,0,0,0,2,2,0,0,0,2,0,0,0
30303106307,0,3,9,0,12,0,5,7,0,3,3,6,0
30303106311,0,7,0,0,7,0,0,7,0,7,0,0,0
30303106312,0,5,1,3,9,3,0,6,0,5,1,3,0
30303106313,6,0,3,0,9,6,3,0,0,6,0,3,0
30303106314,3,3,4,0,10,0,7,3,0,6,4,0,0
30303106315,0,3,3,0,6,3,0,0,3,0,0,3,3
30303106316,13,0,0,0,13,0,0,13,0,9,4,0,0
30303106317,5,0,0,0,5,0,5,0,0,5,0,0,0
30303106318,10,3,0,0,13,0,10,0,3,10,0,0,3
30303106319,6,2,0,0,8,2,2,4,0,6,0,2,0
30303106320,8,0,6,0,14,0,4,10,0,8,6,0,0
