sa1_main16,bp_Easy,bp_NA,bp_Medium,bp_Hard,n,cf_Hard,cf_Medium,cf_Easy,cf_NA,rg_Easy,rg_Hard,rg_Medium,rg_NA
30303106321,2,0,2,0,4,4,0,0,0,0,4,0,0
30303106322,6,0,2,0,8,2,6,0,0,6,2,0,0
30303106323,0,6,0,0,6,0,0,0,6,0,0,0,6
30303106324,4,38,0,0,42,4,0,0,38,0,4,0,38
30303106325,1,1,8,0,10,2,0,8,0,9,0,1,0
30303106326,0,3,0,0,3,0,0,3,0,3,0,0,0
30303106328,3,0,0,0,3,0,3,0,0,3,0,0,0
30303106329,9,3,0,0,12,3,0,6,3,9,0,0,3
30303106331,0,4,0,0,4,0,0,0,4,0,0,0,4
30303106332,11,0,0,0,11,0,0,11,0,11,0,0,0
30303106333,0,7,0,0,7,4,0,3,0,3,0,4,0
30303106334,0,0,3,0,3,0,0,3,0,3,0,0,0
30303106337,3,0,0,0,3,0,3,0,0,0,3,0,0
30303106338,3,0,5,0,8,0,5,3,0,5,3,0,0
30303106340,10,3,0,0,13,0,0,13,0,13,0,0,0
30303106401,0,11,5,0,16,1,5,0,10,5,1,0,10
30303106403,0,5,0,0,5,0,0,0,5,0,0,0,5
30303106404,3,0,0,0,3,0,0,3,0,0,0,3,0
30303106407,6,0,0,0,6,0,6,0,0,6,0,0,0
30303106408,0,38,0,0,38,0,0,0,38,0,0,0,38
30303106409,0,7,0,0,7,0,0,0,7,0,0,0,7
30303106411,0,2,2,0,4,0,1,1,2,2,0,0,2
30303106412,0,7,0,0,7,0,0,0,7,0,0,0,7
30303106413,0,3,0,0,3,0,0,0,3,0,0,0,3
30303106414,0,14,0,0,14,0,0,0,14,0,0,0,14
30303106415,0,9,0,0,9,0,0,0,9,0,0,0,9
30303106416,3,6,6,0,15,0,3,6,6,0,0,9,6
30303106417,0,3,0,0,3,0,0,1,2,1,0,0,2
30303106501,0,0,5,0,5,0,1,4,0,2,0,3,0
30303106502,3,0,0,0,3,0,0,3,0,0,0,3,0
30303106503,3,0,0,0,3,0,3,0,0,3,0,0,0
30303106504,7,0,5,0,12,2,4,6,0,7,0,5,0
30303106505,3,0,6,0,9,3,4,2,0,1,3,5,0
30303106507,3,42,0,0,45,3,0,0,42,3,0,0,42
30303106508,2,2,0,2,6,2,0,4,0,4,2,0,0
30303106509,2,0,0,0,2,1,0,1,0,1,1,0,0
30303106510,9,1,0,0,10,0,3,6,1,9,0,0,1
30303106511,0,1,0,5,6,0,0,5,1,0,0,5,1
30303106513,3,0,1,0,4,0,0,4,0,4,0,0,0
30303106514,1,0,2,0,3,1,2,0,0,0,1,2,0
30303106515,29,0,0,0,29,0,27,2,0,29,0,0,0
30303106516,3,9,2,0,14,2,3,0,9,2,0,3,9
30303106517,6,3,0,0,9,0,0,9,0,9,0,0,0
30303106518,3,0,2,0,5,0,3,2,0,0,2,3,0
30303106519,0,3,0,0,3,0,0,3,0,3,0,0,0
30303106520,4,2,1,0,7,0,2,5,0,7,0,0,0
30303106602,4,0,0,0,4,0,2,2,0,0,2,2,0
30303106603,2,2,0,0,4,0,2,2,0,4,0,0,0
30303106604,2,3,0,0,5,0,0,5,0,3,2,0,0
30303106606,6,0,0,0,6,0,0,6,0,4,2,0,0
30303106607,2,2,0,2,6,0,2,4,0,4,0,2,0
30303106608,0,0,2,0,2,0,2,0,0,0,2,0,0
30303106610,4,2,0,0,6,0,4,0,2,0,0,4,2
30303106611,3,0,0,0,3,3,0,0,0,0,0,3,0
30303106612,1,1,1,0,3,0,1,2,0,1,0,2,0
30303106613,1,4,0,0,5,0,0,1,4,1,0,0,4
30303106614,1,0,2,0,3,2,1,0,0,0,0,3,0
30303106615,1,0,0,0,1,0,1,0,0,1,0,0,0
30303106616,2,2,0,0,4,0,0,2,2,2,0,0,2
30303106617,3,1,3,0,7,3,1,3,0,4,1,2,0
30303106618,2,2,0,0,4,0,0,4,0,4,0,0,0
30303106620,2,0,0,0,2,0,0,2,0,0,0,2,0
30303106621,2,0,0,0,2,0,0,2,0,2,0,0,0
30303106625,5,0,2,0,7,0,5,2,0,2,0,5,0
30304106701,4,0,0,0,4,0,0,4,0,0,4,0,0
30304106703,9,0,0,0,9,4,1,4,0,1,0,8,0
30304106704,14,0,0,0,14,0,4,10,0,10,0,4,0
30304106705,1,1,0,0,2,1,1,0,0,1,1,0,0
30304106706,0,3,0,0,3,0,0,0,3,0,0,0,3
30304106707,5,0,4,0,9,0,5,4,0,4,5,0,0
30304106708,10,4,0,0,14,0,0,14,0,10,0,4,0
30304106709,6,4,0,0,10,0,0,10,0,10,0,0,0
30304106710,4,0,0,0,4,0,4,0,0,4,0,0,0
30304106711,11,0,0,0,11,0,0,11,0,0,0,11,0
30304106712,1,21,4,0,26,0,0,15,11,13,2,0,11
30304106713,12,0,1,0,13,9,4,0,0,4,0,9,0
30304106714,0,1,0,0,1,0,0,1,0,1,0,0,0
30304106801,1,2,0,0,3,1,0,2,0,1,1,1,0
30304106802,0,2,0,0,2,0,0,2,0,2,0,0,0
30304106803,2,1,1,0,4,1,2,1,0,2,2,0,0
30304106804,3,0,0,2,5,2,0,3,0,0,0,5,0
30304106805,6,1,2,1,10,1,2,7,0,6,2,2,0
30304106807,0,0,2,0,2,0,0,2,0,2,0,0,0
30304106808,3,0,0,0,3,0,0,3,0,3,0,0,0
30304106809,1,0,3,0,4,0,0,4,0,0,0,4,0
30304106810,13,0,0,0,13,0,6,7,0,0,1,12,0
30304106811,5,0,0,0,5,0,2,3,0,0,2,3,0
30304106812,9,4,1,0,14,6,4,1,3,7,0,4,3
30304106813,3,3,0,0,6,0,0,6,0,6,0,0,0
30304106814,4,0,0,1,5,1,1,3,0,2,0,3,0
30304106815,4,0,0,0,4,0,2,2,0,0,4,0,0
30304106816,8,0,0,0,8,0,0,8,0,2,0,6,0
30304106817,2,1,0,0,3,0,2,1,0,3,0,0,0
30304106818,3,0,0,0,3,0,2,1,0,0,0,3,0
30304106820,1,5,0,0,6,0,0,6,0,6,0,0,0
30304106821,7,3,1,0,11,1,0,7,3,3,0,5,3
30304106822,0,6,1,0,7,0,0,1,6,0,1,0,6
30304106824,1,3,0,2,6,0,0,3,3,2,1,0,3
30304106903,4,12,0,0,16,0,4,0,12,0,0,4,12
30304106905,4,9,3,0,16,0,3,13,0,16,0,0,0
30304106907,0,4,3,0,7,0,3,4,0,4,3,0,0
30304106909,0,1,0,0,1,0,0,1,0,1,0,0,0
30304106912,2,2,0,0,4,0,2,0,2,2,0,0,2
30304106913,0,7,0,0,7,0,0,7,0,7,0,0,0
30304107001,6,0,0,3,9,6,0,3,0,6,0,3,0
30304107002,2,0,0,0,2,0,2,0,0,0,2,0,0
30304107003,2,0,0,0,2,0,2,0,0,0,0,2,0
30304107006,7,0,0,0,7,0,0,7,0,7,0,0,0
30304107007,3,1,0,0,4,0,0,4,0,1,3,0,0
30304107008,10,6,0,0,16,2,0,8,6,0,2,8,6
30304107010,4,0,0,0,4,0,4,0,0,4,0,0,0
30304107011,2,0,0,0,2,0,2,0,0,0,0,2,0
30304107013,7,0,0,0,7,0,7,0,0,3,0,4,0
30304107014,0,0,0,2,2,0,0,2,0,0,2,0,0
30304107015,3,2,0,0,5,0,0,5,0,2,1,2,0
30304107016,6,3,0,2,11,1,2,8,0,5,1,5,0
30304107017,1,0,0,0,1,0,0,1,0,1,0,0,0
30304107018,1,2,0,0,3,0,1,2,0,3,0,0,0
30304107019,3,0,0,0,3,3,0,0,0,0,3,0,0
30304107101,4,4,0,0,8,0,0,8,0,4,4,0,0
30304107102,0,5,3,0,8,0,2,6,0,5,1,2,0
30304107103,6,4,0,0,10,0,6,4,0,10,0,0,0
30304107104,2,2,2,0,6,2,0,4,0,2,4,0,0
30304107105,0,2,0,2,4,0,2,2,0,2,2,0,0
30304107106,1,0,0,0,1,0,0,1,0,1,0,0,0
30304107107,6,2,2,0,10,2,0,8,0,8,2,0,0
30304107108,1,2,0,0,3,0,0,2,1,2,0,0,1
30304107109,0,5,0,0,5,0,0,5,0,5,0,0,0
30304107110,2,0,0,0,2,2,0,0,0,0,2,0,0
30304107111,3,2,0,0,5,2,0,3,0,3,2,0,0
30304107112,0,2,3,0,5,3,0,1,1,1,0,3,1
30304107113,1,1,2,0,4,0,3,1,0,1,2,1,0
30304107114,1,0,0,0,1,0,0,1,0,0,1,0,0
30304107115,1,1,0,1,3,0,0,2,1,1,1,0,1
30304107116,4,0,0,0,4,1,3,0,0,0,0,4,0
30304107117,2,2,0,0,4,0,1,3,0,3,1,0,0
30304107118,0,0,0,2,2,0,1,1,0,1,0,1,0
30304107119,4,0,0,0,4,3,1,0,0,0,4,0,0
30304107120,0,3,0,0,3,0,0,3,0,3,0,0,0
30304107121,3,1,0,0,4,0,0,4,0,3,0,1,0
30304107122,2,1,0,0,3,0,0,2,1,0,2,0,1
30305107201,0,6,0,0,6,0,0,0,6,0,0,0,6
30305107202,7,0,0,0,7,0,6,1,0,6,0,1,0
30305107206,0,1,0,0,1,0,0,0,1,0,0,0,1
30305107207,5,0,0,0,5,0,0,5,0,5,0,0,0
30305107208,0,0,2,0,2,2,0,0,0,0,0,2,0
30305107209,2,0,2,0,4,2,0,2,0,0,0,4,0
30305107210,7,0,1,0,8,2,0,6,0,6,1,1,0
30305107212,3,0,0,1,4,1,2,1,0,2,1,1,0
30305107213,1,5,1,0,7,0,0,7,0,6,0,1,0
30305107215,0,0,1,0,1,0,0,1,0,0,0,1,0
30305107216,5,0,0,0,5,0,5,0,0,5,0,0,0
30305107217,2,0,0,0,2,0,2,0,0,0,0,2,0
30305107218,5,0,0,0,5,0,5,0,0,5,0,0,0
30305107221,1,0,0,0,1,0,0,1,0,0,1,0,0
30305107301,0,1,0,0,1,0,0,0,1,0,0,0,1
30305107302,0,0,4,0,4,0,4,0,0,2,2,0,0
30305107303,4,2,0,0,6,0,0,6,0,4,0,2,0
30305107304,0,5,0,0,5,0,0,5,0,5,0,0,0
30305107305,6,0,0,0,6,6,0,0,0,6,0,0,0
30305107307,2,6,0,0,8,0,0,8,0,6,2,0,0
30305107309,0,4,0,0,4,0,0,4,0,4,0,0,0
30305107310,5,0,0,0,5,0,0,5,0,0,5,0,0
30305107311,0,1,0,0,1,0,0,0,1,0,0,0,1
30305107312,3,0,0,0,3,0,0,3,0,3,0,0,0
30305107313,0,1,0,0,1,0,0,0,1,0,0,0,1
30305107315,6,2,0,0,8,0,6,2,0,8,0,0,0
30305107319,3,0,0,0,3,0,3,0,0,3,0,0,0
30305107320,5,0,0,0,5,0,5,0,0,0,0,5,0
30305107324,3,0,0,0,3,0,3,0,0,3,0,0,0
30305107325,3,6,0,0,9,0,3,0,6,3,0,0,6
30305107326,0,5,0,0,5,0,0,0,5,0,0,0,5
30305107327,5,0,0,0,5,0,5,0,0,5,0,0,0
30305107328,6,4,0,0,10,0,0,6,4,6,0,0,4
30305107329,4,0,0,0,4,0,0,4,0,4,0,0,0
30305107333,0,6,0,0,6,0,0,0,6,0,0,0,6
30305107335,6,0,0,0,6,0,0,6,0,0,0,6,0
30305107337,0,2,0,0,2,0,0,0,2,0,0,0,2
30305107339,1,0,0,0,1,0,1,0,0,1,0,0,0
30305107340,1,0,0,0,1,0,0,1,0,0,0,1,0
30305107341,4,0,0,0,4,0,4,0,0,0,4,0,0
30305107342,0,1,0,0,1,0,0,0,1,0,0,0,1
30305107343,6,0,0,0,6,0,1,5,0,4,2,0,0
30305107344,9,3,0,0,12,0,0,9,3,9,0,0,3
30305107345,3,0,0,0,3,0,0,3,0,0,3,0,0
30305107346,1,0,0,0,1,0,0,1,0,1,0,0,0
30305107401,0,2,0,0,2,0,0,0,2,0,0,0,2
30305107405,6,7,0,0,13,0,0,7,6,7,0,0,6
30305107407,0,3,0,0,3,0,0,0,3,0,0,0,3
30305107408,0,1,0,0,1,0,0,0,1,0,0,0,1
30305107409,3,0,3,0,6,0,0,6,0,3,0,3,0
30305107410,0,3,0,0,3,0,0,3,0,3,0,0,0
30305107411,3,6,0,0,9,0,0,9,0,9,0,0,0
30305107412,0,2,0,0,2,0,0,2,0,2,0,0,0
30305107415,0,7,0,0,7,0,0,0,7,0,0,0,7
30305107501,3,0,0,0,3,0,1,2,0,0,1,2,0
30305107503,0,6,0,0,6,0,0,0,6,0,0,0,6
30305107504,0,2,0,0,2,0,0,0,2,0,0,0,2
30305107506,2,0,2,0,4,0,0,4,0,4,0,0,0
30305107508,0,1,0,0,1,0,0,0,1,0,0,0,1
30305107509,4,0,0,0,4,0,3,1,0,0,4,0,0
30305107510,3,0,0,0,3,0,0,3,0,0,3,0,0
30305107511,0,3,0,0,3,0,0,0,3,0,0,0,3
30305107512,2,5,0,0,7,0,0,2,5,0,2,0,5
30305107513,0,1,0,0,1,0,0,1,0,1,0,0,0
30305107515,3,0,0,0,3,0,0,3,0,3,0,0,0
30305107518,5,0,0,0,5,0,0,5,0,5,0,0,0
30305107521,4,0,0,0,4,0,0,4,0,0,0,4,0
30305107529,5,0,0,0,5,0,5,0,0,5,0,0,0
30305107531,5,5,0,0,10,0,0,5,5,5,0,0,5
30305107533,0,4,0,0,4,0,0,0,4,0,0,0,4
30305107602,0,0,0,1,1,0,1,0,0,1,0,0,0
30305107603,1,6,0,0,7,0,1,3,3,4,0,0,3
30305107604,0,3,0,0,3,0,0,3,0,3,0,0,0
30305107605,1,1,0,0,2,0,0,1,1,0,0,1,1
30305107606,4,0,0,0,4,4,0,0,0,4,0,0,0
30305107607,0,5,0,0,5,0,0,0,5,0,0,0,5
30305107609,3,2,0,0,5,4,0,1,0,5,0,0,0
30305107610,6,0,0,0,6,0,0,6,0,2,0,4,0
30305107611,2,4,0,0,6,1,0,5,0,6,0,0,0
30305107612,1,0,0,0,1,0,1,0,0,1,0,0,0
30305107613,5,1,0,0,6,3,1,2,0,2,0,4,0
30305107614,0,5,0,0,5,0,0,0,5,0,0,0,5
30305107615,4,5,0,0,9,0,4,5,0,5,4,0,0
30305107616,5,5,0,0,10,0,5,0,5,0,0,5,5
30305107617,4,2,0,0,6,0,4,2,0,6,0,0,0
30305107618,4,4,1,0,9,0,5,4,0,5,0,4,0
30305107619,4,1,0,0,5,0,4,1,0,1,4,0,0
30305107621,0,0,0,1,1,0,0,1,0,1,0,0,0
30305107622,9,7,1,0,17,1,8,8,0,17,0,0,0
30305107623,0,0,0,1,1,0,0,1,0,0,0,1,0
30305107625,4,2,0,0,6,1,2,1,2,2,1,1,2
30305107626,2,2,0,0,4,0,0,4,0,4,0,0,0
30305107627,3,0,0,0,3,0,0,3,0,3,0,0,0
30305107628,2,0,0,0,2,0,0,2,0,2,0,0,0
30305107629,2,7,0,0,9,2,0,4,3,6,0,0,3
30305107630,0,0,3,0,3,1,0,2,0,2,1,0,0
30305107631,2,0,0,0,2,0,0,2,0,2,0,0,0
30305107632,2,2,1,0,5,0,1,2,2,3,0,0,2
30306107701,0,2,0,0,2,0,0,0,2,0,0,0,2
30306107702,0,1,0,0,1,0,0,0,1,0,0,0,1
30306107704,0,3,0,0,3,0,0,0,3,0,0,0,3
30306107705,0,1,0,0,1,0,0,0,1,0,0,0,1
30306107706,0,1,0,0,1,0,0,0,1,0,0,0,1
30306107707,0,1,0,0,1,0,0,0,1,0,0,0,1
30306107708,0,1,0,0,1,0,0,0,1,0,0,0,1
30306107710,0,1,0,0,1,0,0,0,1,0,0,0,1
30306107711,0,1,0,0,1,0,0,0,1,0,0,0,1
30306107714,1,1,0,0,2,0,1,1,0,2,0,0,0
30306107715,0,1,0,0,1,0,0,0,1,0,0,0,1
30306107716,0,1,0,0,1,0,0,0,1,0,0,0,1
30306107717,0,1,0,0,1,0,0,0,1,0,0,0,1
30306107801,1,0,0,0,1,0,1,0,0,1,0,0,0
30306107803,1,1,0,0,2,0,1,1,0,0,0,2,0
30306107804,9,1,0,0,10,0,1,9,0,2,0,8,0
30306107805,18,0,0,0,18,0,4,14,0,7,0,11,0
30306107806,3,0,0,0,3,0,0,3,0,3,0,0,0
30306107811,0,5,0,0,5,0,0,5,0,5,0,0,0
30306107812,11,0,0,0,11,0,0,11,0,6,0,5,0
30306107814,4,0,0,0,4,1,2,1,0,4,0,0,0
30306107815,2,0,0,0,2,0,1,1,0,2,0,0,0
30306107817,4,0,0,0,4,0,4,0,0,0,0,4,0
30306107818,0,1,0,0,1,0,0,1,0,1,0,0,0
30306107819,9,0,0,0,9,0,0,9,0,9,0,0,0
30306107821,5,0,0,0,5,0,0,5,0,0,5,0,0
30306107822,0,0,1,0,1,0,0,1,0,1,0,0,0
30306107823,0,6,0,0,6,0,0,1,5,1,0,0,5
30306107824,2,4,0,0,6,0,2,1,3,1,0,2,3
30306107825,4,0,0,0,4,0,4,0,0,0,0,4,0
30306107826,0,0,1,0,1,0,0,1,0,1,0,0,0
30306107828,4,0,1,0,5,0,0,5,0,5,0,0,0
30306107832,3,0,0,0,3,0,2,1,0,2,0,1,0
30306107901,5,1,0,0,6,2,0,4,0,6,0,0,0
30306107902,0,0,0,1,1,0,1,0,0,1,0,0,0
30306107903,2,1,1,0,4,0,0,4,0,4,0,0,0
30306107904,2,0,3,0,5,0,5,0,0,5,0,0,0
30306107905,0,3,3,0,6,0,2,1,3,1,0,2,3
30306107906,0,5,0,0,5,0,0,0,5,0,0,0,5
30306107907,0,2,0,0,2,0,0,2,0,2,0,0,0
30306107909,1,2,0,0,3,0,0,1,2,1,0,0,2
30306107910,0,4,0,0,4,0,0,0,4,0,0,0,4
30306107911,0,6,3,0,9,0,3,0,6,0,3,0,6
30306107912,0,2,0,0,2,0,0,2,0,2,0,0,0
30306107915,9,4,3,1,17,3,1,13,0,16,0,1,0
30306107916,4,0,0,0,4,0,3,1,0,1,0,3,0
30306107917,1,0,0,0,1,0,1,0,0,1,0,0,0
30306107918,16,20,0,0,36,0,2,14,20,14,0,2,20
30306107920,0,0,1,0,1,0,1,0,0,0,0,1,0
30306108001,0,3,0,0,3,0,0,0,3,0,0,0,3
30306108003,0,4,0,0,4,0,0,0,4,0,0,0,4
30306108005,0,1,11,0,12,0,11,1,0,12,0,0,0
30306108006,1,1,0,0,2,1,1,0,0,1,0,1,0
30306108007,10,0,0,0,10,0,0,10,0,0,10,0,0
30306108009,1,1,0,0,2,1,0,1,0,2,0,0,0
30306108010,1,2,0,0,3,0,0,3,0,3,0,0,0
30306108011,1,1,0,0,2,0,0,2,0,2,0,0,0
30306108012,1,0,0,0,1,0,0,1,0,1,0,0,0
30306108013,2,0,1,0,3,0,1,2,0,2,1,0,0
30306108014,0,0,0,1,1,0,1,0,0,1,0,0,0
30306108015,8,0,0,0,8,0,8,0,0,8,0,0,0
30306108017,1,0,0,0,1,1,0,0,0,1,0,0,0
30306108018,2,0,0,0,2,0,1,1,0,1,0,1,0
30306108022,0,4,0,0,4,0,0,0,4,0,0,0,4
30306108023,4,0,0,0,4,0,0,4,0,4,0,0,0
30306108024,0,4,0,0,4,0,0,4,0,4,0,0,0
30306108025,0,11,0,0,11,0,0,11,0,11,0,0,0
30306108026,12,0,0,0,12,0,0,12,0,12,0,0,0
30306108027,3,1,0,0,4,0,1,3,0,1,0,3,0
30306108028,1,0,1,0,2,0,1,1,0,0,0,2,0
30306108029,3,1,0,0,4,0,2,2,0,2,0,2,0
30306108030,2,0,0,0,2,0,2,0,0,2,0,0,0
30306108031,0,1,0,0,1,0,0,1,0,1,0,0,0
30306108032,0,10,0,0,10,0,0,0,10,0,0,0,10
30306108034,8,10,0,0,18,0,8,10,0,18,0,0,0
30306108036,6,0,0,0,6,0,0,6,0,6,0,0,0
30306108037,0,1,0,0,1,0,0,1,0,1,0,0,0
30306108038,8,1,0,0,9,0,6,3,0,8,0,1,0
30306108039,1,0,0,0,1,0,0,1,0,1,0,0,0
30401108103,4,1,0,0,5,0,4,0,1,0,4,0,1
30401108105,0,2,0,0,2,0,0,0,2,0,0,0,2
30401108106,4,0,4,0,8,4,4,0,0,0,8,0,0
30401108107,0,0,0,4,4,4,0,0,0,0,4,0,0
30401108108,4,0,0,0,4,4,0,0,0,0,0,4,0
30401108109,4,0,0,0,4,0,0,4,0,0,0,4,0
30401108110,5,0,0,0,5,0,0,5,0,5,0,0,0
30401108111,0,10,0,0,10,0,0,0,10,0,0,0,10
30401108112,4,0,0,0,4,0,4,0,0,0,4,0,0
30401108113,5,1,0,0,6,1,0,5,0,1,5,0,0
30401108115,16,0,0,0,16,0,8,8,0,8,4,4,0
30401108117,4,0,4,0,8,0,4,4,0,4,0,4,0
30401108118,4,0,0,0,4,0,0,4,0,0,0,4,0
30401108203,0,0,0,1,1,1,0,0,0,0,1,0,0
30401108205,4,0,0,0,4,0,4,0,0,4,0,0,0
30401108207,1,0,0,0,1,0,1,0,0,1,0,0,0
30401108209,0,2,0,0,2,0,0,2,0,2,0,0,0
30401108210,0,0,1,0,1,0,0,1,0,0,1,0,0
30401108211,4,0,0,0,4,0,0,4,0,0,0,4,0
30401108212,0,0,2,0,2,2,0,0,0,2,0,0,0
30401108214,3,0,0,0,3,0,0,3,0,0,0,3,0
30401108217,0,0,5,0,5,5,0,0,0,0,0,5,0
30401108218,0,2,0,0,2,0,0,2,0,2,0,0,0
30401108219,4,0,0,0,4,4,0,0,0,0,0,4,0
30401108220,0,2,0,0,2,2,0,0,0,0,2,0,0
30401108302,0,4,0,0,4,0,0,0,4,0,0,0,4
30401108304,1,0,0,0,1,0,0,1,0,0,0,1,0
30401108305,1,0,0,0,1,0,1,0,0,1,0,0,0
30401108306,4,0,0,0,4,0,0,4,0,4,0,0,0
30401108309,0,2,5,0,7,5,0,2,0,2,5,0,0
30401108310,1,0,0,0,1,0,1,0,0,0,0,1,0
30401108311,4,0,0,0,4,0,4,0,0,4,0,0,0
30401108402,0,0,1,0,1,1,0,0,0,0,1,0,0
30401108404,5,0,2,0,7,0,0,7,0,5,0,2,0
30401108407,0,1,0,0,1,0,0,1,0,1,0,0,0
30401108408,4,0,0,0,4,0,0,4,0,4,0,0,0
30401108409,0,2,2,0,4,0,0,4,0,4,0,0,0
30401108410,3,3,0,0,6,0,3,0,3,0,3,0,3
30401108411,4,2,0,0,6,0,0,4,2,1,0,3,2
30401108413,3,0,3,0,6,3,0,3,0,0,0,6,0
30401108414,3,2,0,0,5,0,0,5,0,5,0,0,0
30401108415,4,0,0,0,4,0,0,4,0,0,0,4,0
30401108416,2,0,0,0,2,0,2,0,0,0,0,2,0
30401108417,4,0,2,0,6,0,2,4,0,4,0,2,0
30401108418,3,3,0,0,6,0,3,3,0,3,3,0,0
30401108419,2,0,0,0,2,0,0,2,0,2,0,0,0
30401108420,2,2,2,0,6,2,0,4,0,4,0,2,0
30401108421,0,3,0,0,3,0,0,3,0,3,0,0,0
30401108422,2,12,0,0,14,0,2,12,0,14,0,0,0
30401108424,0,2,0,6,8,0,6,2,0,2,0,6,0
30401108425,2,0,0,0,2,0,2,0,0,0,0,2,0
30401108503,0,3,0,0,3,0,0,3,0,3,0,0,0
30401108504,3,0,0,0,3,3,0,0,0,0,3,0,0
30401108506,4,1,0,0,5,1,0,4,0,4,1,0,0
30401108507,8,0,0,0,8,0,8,0,0,0,0,8,0
30401108509,3,0,0,0,3,0,3,0,0,0,3,0,0
30401108510,3,0,0,0,3,0,3,0,0,3,0,0,0
30402108601,0,2,0,0,2,0,0,2,0,2,0,0,0
30402108603,0,2,0,0,2,0,0,2,0,2,0,0,0
30402108605,6,0,0,0,6,0,2,4,0,4,0,2,0
30402108611,0,0,0,2,2,0,0,2,0,0,0,2,0
30402108612,2,0,0,0,2,0,0,2,0,0,0,2,0
30402108613,2,0,0,0,2,2,0,0,0,2,0,0,0
30402108614,0,0,2,0,2,0,0,2,0,0,0,2,0
30402108615,0,0,2,0,2,0,2,0,0,0,2,0,0
30402108618,2,0,0,0,2,0,0,2,0,2,0,0,0
30402108626,2,0,0,0,2,0,0,2,0,2,0,0,0
30402108703,2,0,1,0,3,0,0,3,0,2,1,0,0
30402108704,0,0,1,1,2,0,0,2,0,1,1,0,0
30402108705,5,0,0,0,5,0,3,2,0,3,2,0,0
30402108706,1,0,0,0,1,0,0,1,0,0,0,1,0
30402108708,2,1,0,0,3,0,0,3,0,1,2,0,0
30402108710,1,0,0,0,1,0,1,0,0,0,0,1,0
30402108711,1,0,0,0,1,0,1,0,0,0,0,1,0
30402108714,3,0,1,0,4,0,0,4,0,2,2,0,0
30402108716,1,1,0,0,2,0,0,2,0,2,0,0,0
30402108717,1,0,0,0,1,0,0,1,0,1,0,0,0
30402108719,0,1,0,1,2,1,0,1,0,1,1,0,0
30402108720,2,0,0,2,4,2,0,2,0,0,3,1,0
30402108721,0,1,0,1,2,0,0,2,0,2,0,0,0
30402108801,4,0,0,0,4,0,2,2,0,0,4,0,0
30402108802,0,2,0,0,2,0,0,2,0,2,0,0,0
30402108803,4,0,0,0,4,0,0,4,0,4,0,0,0
30402108804,4,0,0,0,4,0,2,2,0,0,4,0,0
30402108808,0,0,13,0,13,9,4,0,0,4,0,9,0
30402108809,0,2,0,4,6,0,0,6,0,6,0,0,0
30402108811,2,0,0,0,2,0,2,0,0,0,2,0,0
30402108812,2,0,8,0,10,0,8,2,0,0,0,10,0
30402108813,4,0,0,2,6,2,2,2,0,0,4,2,0
30402108814,5,10,0,0,15,0,0,15,0,15,0,0,0
30402108815,3,1,0,2,6,0,3,3,0,1,3,2,0
30402108816,0,0,2,0,2,0,0,2,0,2,0,0,0
30402108817,2,2,0,0,4,0,2,0,2,0,2,0,2
30402108819,0,6,0,0,6,0,0,2,4,2,0,0,4
30402108820,2,0,2,0,4,2,2,0,0,4,0,0,0
30402108822,2,0,0,0,2,0,0,2,0,2,0,0,0
30402108823,4,0,0,0,4,0,2,2,0,2,2,0,0
30402108824,2,0,0,0,2,0,0,2,0,2,0,0,0
30402108901,1,0,0,0,1,0,1,0,0,1,0,0,0
30402108903,0,1,0,0,1,0,0,0,1,0,0,0,1
30402108904,1,1,0,0,2,0,2,0,0,0,1,1,0
30402108905,8,0,1,0,9,0,6,3,0,1,0,8,0
30402108906,1,0,2,0,3,0,3,0,0,2,1,0,0
30402108907,1,0,0,0,1,0,0,1,0,1,0,0,0
30402108909,3,2,0,0,5,0,0,3,2,3,0,0,2
30402108910,1,4,1,0,6,2,1,1,2,1,2,1,2
30402109001,0,0,2,0,2,0,2,0,0,2,0,0,0
30402109002,0,8,0,0,8,0,0,8,0,8,0,0,0
30402109003,1,0,0,0,1,0,1,0,0,0,1,0,0
30402109004,3,0,1,0,4,0,0,4,0,1,3,0,0
30402109005,10,0,4,0,14,0,5,9,0,9,0,5,0
30402109006,1,0,2,2,5,2,1,2,0,0,5,0,0
30402109007,1,2,1,0,4,1,0,3,0,3,1,0,0
30402109009,1,0,6,0,7,0,5,2,0,0,2,5,0
30402109010,3,1,2,2,8,2,5,0,1,2,5,0,1
30402109011,5,0,7,0,12,0,0,12,0,5,2,5,0
30402109012,13,0,2,0,15,0,2,13,0,13,2,0,0
30402109013,2,6,0,0,8,0,0,8,0,6,2,0,0
30402109014,0,3,2,0,5,0,0,5,0,5,0,0,0
30402109016,2,0,0,0,2,0,2,0,0,0,2,0,0
30402109017,2,0,0,0,2,0,0,2,0,0,0,2,0
30402109018,2,2,0,0,4,0,2,2,0,2,2,0,0
30402109019,12,2,0,0,14,0,5,9,0,12,2,0,0
30402109101,2,2,2,0,6,0,4,2,0,2,4,0,0
30402109104,2,2,2,0,6,0,0,4,2,2,0,2,2
30403109201,0,0,3,0,3,0,3,0,0,3,0,0,0
30403109202,0,0,2,0,2,0,0,2,0,2,0,0,0
30403109203,3,0,0,0,3,0,0,3,0,3,0,0,0
30403109204,3,0,0,0,3,0,3,0,0,3,0,0,0
30403109206,0,3,0,0,3,0,0,0,3,0,0,0,3
